"RMSD","rpart","rf","glm","nnet"
0,1.22688235294118,0.489890966666667,2.49725481922766,2.12321249499316
4.044,2.72804949381328,4.02379245180542,2.35158945189802,2.08027461942247
1.747,2.72804949381328,2.31625403633967,2.30148429762344,2.67010623259998
3.832,2.72804949381328,3.49523002556505,2.4960433611707,2.81582581853063
0,3.31133126410835,2.13302264575088,2.33237418845478,2.17810497830406
1.463,2.29595709123758,1.60273111923879,2.46414128591341,2.73930885478347
0,1.51139138943249,0.542368207834102,2.44128092645467,2.29751212422106
4.33,2.29595709123758,4.30617260751311,2.61534247632138,2.34242515780615
4.914,2.72804949381328,3.40284519528833,2.35469993961228,2.71524362562711
0,2.72804949381328,1.44515249523809,2.55060597008243,2.25517076794746
3.474,3.34545454545455,3.45591800190342,2.22357455149664,2.29778800737314
4.094,3.34545454545455,4.32373963586543,2.30170871145881,2.32870506153954
4.67,1.27369603524229,4.27966426668633,1.95338406767702,1.93968368145845
3.311,2.29595709123758,2.44282219117988,2.41186547780692,2.05935361495092
4.698,2.72804949381328,3.21591271221385,2.50250036197064,2.81825716119722
4.464,3.02447697756789,4.23104297740118,1.9206382317633,1.86884268800199
4.712,3.02447697756789,4.57293543607504,2.25167336725622,2.17430884962057
3.801,3.31133126410835,3.59794392101508,2.75319779532337,3.30431935800274
4.391,2.29595709123758,4.25496867132186,2.56849287820884,3.08129272637407
0,1.51139138943249,0.449113918855219,2.46940012709028,2.32275335756848
2.9,3.31133126410835,3.29260133006543,3.00652379973304,3.69747085160206
2.316,2.72804949381328,2.70099638400917,2.28938643158829,2.67466070290249
3.305,2.72804949381328,3.29858923883811,2.46568658809846,2.90232504560966
3.667,2.72804949381328,2.66478809778569,2.62112228418827,2.99855309188381
1.367,1.51139138943249,1.0618324518343,1.89907608050906,1.72208980528635
4.51,1.27369603524229,2.31348950060722,2.0737788806047,2.02456058071885
2.024,3.31133126410835,2.97679305005067,2.34076202140569,2.03525482616283
0,1.51139138943249,0.375241487179487,2.22304136907599,1.98539689376217
3.096,3.31133126410835,2.37139757422078,2.71275358406569,2.5825590821321
0,0.960083521444696,0.197830511111111,1.59111756771719,1.72094103982591
4.88,2.72804949381328,2.09062040054796,2.34838447019565,2.71837168799676
4.934,2.29595709123758,4.35807504234589,2.57949780404932,2.90286560250062
4.828,2.72804949381328,3.25485754075311,2.48043995662584,2.19253256980287
4.198,2.72804949381328,4.02472356643126,2.4130608319122,2.15997522538617
1.57,2.29595709123758,1.77181530331787,2.4828688673844,2.75936558208422
0,1.27369603524229,0.376194233333333,2.28841726856724,2.10086918180169
0,2.29595709123758,0.281795038461538,2.43274835336985,2.80956412166876
1.887,2.94931991525424,2.34064788571588,2.48039238037556,2.3226136409473
2.702,3.31133126410835,2.85409665371515,2.67838829625502,3.3356069153341
0,2.29595709123758,0.493934699019608,2.44740728801893,2.10300732495799
3.05,3.42495319148936,3.00759180287801,1.02683439122996,1.24504108963306
0,3.31133126410835,1.78142843607153,2.26862050275657,2.82493561129583
4.46,3.31133126410835,4.15549386318877,2.70348001378012,3.22928280786841
4.917,3.31133126410835,3.06755023533192,2.22788400419313,2.04244781563126
0,3.31133126410835,2.83778306735308,2.52836440573549,2.2714833676085
0,1.51139138943249,0.940246128937729,2.18205214285039,1.92018016859438
1.549,2.29595709123758,1.75319513100021,2.70859517464187,2.29149483963128
3.987,2.29595709123758,1.73400387142857,2.4445322416373,1.87112313228777
1.985,3.02447697756789,2.76372042026522,2.19919729740661,2.08945471570858
3.218,1.51139138943249,3.17915828857483,2.50165151180482,2.38008876849676
4.398,3.31133126410835,4.5439425517674,2.29420285371337,2.80518451825022
0,0.11473164556962,0.242702233333333,1.63559539345471,1.62569181566749
0,2.29595709123758,1.01702248008658,2.83737773536292,3.04504040840692
3.49,3.31133126410835,3.60327246163467,2.42774218174032,2.17474999160954
0,2.72804949381328,0.973426163347763,2.32178191975886,2.86055525990172
4.222,3.02447697756789,4.32222153909464,2.05419656570121,2.0142980758029
4.664,2.72804949381328,3.44264410054269,2.63172767126249,2.78569943525744
4.172,2.72804949381328,4.09338119360214,2.33239562058045,2.0716046366929
3.696,2.29595709123758,2.88757302818134,2.50716662783694,2.12578793204211
1.059,2.29595709123758,1.52004528163044,2.39203741158021,2.46821214115805
1.614,2.29595709123758,1.76680933999376,2.51348142077817,2.79326583247527
1.732,2.72804949381328,1.81103158104179,2.34859667124343,2.03802120194397
4.772,3.02447697756789,3.92803607906538,2.41776160000731,2.35095148757347
0,0.960083521444696,0.279460231746032,1.94220094146382,1.96989193796674
2.689,2.66391133004926,2.79648830570553,2.75747179412613,2.73247767192768
0,0.960083521444696,0.00100919999999969,1.94067039098688,2.00001644709346
3.729,2.72804949381328,3.96644437889258,2.36099621618065,2.08815127661626
3.062,2.29595709123758,2.77353107739947,2.42169340744174,2.56870779508069
4.586,3.31133126410835,4.16283581918841,2.55465934888087,3.09087654520051
3.529,2.72804949381328,3.32949152634727,2.38204484400887,2.69178898054756
0,2.72804949381328,2.31049843298541,2.51379593880591,2.20395469032853
2.816,2.66391133004926,3.3129647812004,2.52835219308853,2.51325098184494
0,1.51139138943249,1.01598955070028,2.53166232542245,2.39611672752992
2.098,0.960083521444696,1.88374548354772,1.51413761306326,1.69486049050246
2.814,2.72804949381328,2.8193544019244,2.48919611451253,2.97084842467314
0,2.29595709123758,0.549149868888889,2.84776058697149,2.59062385038272
3.576,2.72804949381328,1.85267476408885,2.50609155877258,2.21378529668738
2.34,2.72804949381328,2.56597264879088,2.72934039605966,3.27080331909865
0,2.29595709123758,1.44103013761571,2.47422181507557,2.8141187267695
4.411,2.29595709123758,3.55327744909714,2.58987089243422,2.29639975639726
3.11,3.31133126410835,3.16459371423909,2.38950111037378,2.30032210255978
0,1.27369603524229,0.1739293,3.06281361965915,2.88836914181074
4.978,2.72804949381328,3.82660101593406,2.40232607965023,2.08564016296552
1.112,2.29595709123758,1.62651310936924,2.57901570848959,2.93642427167629
4.649,2.72804949381328,2.37180517936508,2.37457172937693,2.09381683287664
3.059,3.31133126410835,3.47710303134005,2.53158227162327,2.26890956430819
2.03,3.31133126410835,3.25202979233967,2.49677662229252,2.40410912460571
1.049,2.29595709123758,1.09652358769546,2.53181062524921,2.88394940163229
4.845,0.863292011019284,3.4883824467539,2.31236769412785,2.0793422527758
3.085,3.31133126410835,2.78982952603629,2.21837927949612,1.92670891061839
3.874,3.31133126410835,3.80919545258058,2.51164996089923,2.26756915854637
2.506,3.31133126410835,2.86695017760771,2.68191793997473,2.57532867865625
2.847,2.72804949381328,2.52124120328374,2.52164389005891,2.2107439517751
2.589,3.31133126410835,3.09043699219116,2.90501732316012,2.80923933932263
3.725,3.31133126410835,3.07328880949823,2.94622662512014,2.8593635062382
0,1.27369603524229,0.7402831,2.36752427271238,2.26622799486498
3.906,2.72804949381328,4.11528888584748,2.68464388686858,2.41711845414745
4.218,2.94931991525424,4.06771222638079,2.30369595130621,2.10440512784636
0,1.27369603524229,0.0986431333333333,1.37402073973768,1.31247107998294
3.443,2.29595709123758,3.912956068697,2.50412239622147,2.82058331510531
3.835,2.29595709123758,3.00700600079557,2.3940759299889,2.71415914209832
1.59,2.72804949381328,2.27504267219463,2.467221023283,2.74333855911824
0,2.29595709123758,0.380862966666667,2.90444132693444,2.57492385945556
2.634,0.960083521444696,2.5332116047175,2.60154407295734,2.73166199329006
2.488,2.72804949381328,3.30998700178917,2.37696791891799,2.02792756168431
4.408,3.02447697756789,3.61686336010031,2.32935909853974,2.24208584747539
4.774,2.29595709123758,4.22813014850001,2.63859169965712,3.1004988854393
3.95,2.29595709123758,3.45551047629678,2.49480680793741,2.19333389514344
0,0.11473164556962,0.0971752999999999,2.04097707076744,1.97331130173294
4.045,3.42495319148936,4.13580019573462,2.23920357850653,2.2100755184843
4.287,2.94931991525424,4.34833057070876,2.01612163275177,1.82091075354559
3.312,1.22688235294118,3.1824208072115,2.94029683288994,2.81273502756045
0,0,-4.9649173661237e-16,0.685884655605919,0.792023698640864
0,0.11473164556962,0.0375524999999997,2.27616783391066,2.20993096733457
0,1.27369603524229,0.239755830769231,2.6915658452834,2.72164673746147
0,2.72804949381328,0.665936274292374,2.43405104527534,2.14218419520769
0,2.29595709123758,0.442493645787546,2.34777665019335,1.92687130646938
2.712,2.29595709123758,2.85235060708966,2.51117407646795,3.02967160485162
3.239,1.51139138943249,3.05994843816884,2.58151349066918,2.39321592473382
0,0.11473164556962,0.0860682666666665,2.06652528439746,1.91080089531986
0,2.29595709123758,0.310202066666667,2.38715631267321,1.97721061901195
1.97,2.29595709123758,1.67526457373738,2.9442978324491,2.5721880035087
2.287,2.66391133004926,2.75812096911272,2.88789061296515,2.87556909685466
3.228,2.29595709123758,3.47078582904346,2.44716738742904,2.15547590937767
3.097,2.29595709123758,2.9479879005287,2.21446087204992,2.74342186926605
3.72,3.31133126410835,3.51879633803633,2.68112729010343,2.48439637361478
3.09,2.72804949381328,4.18892812513928,2.58677255773357,2.91307133712929
2.459,2.72804949381328,2.70355549632034,2.38449161524783,2.09654866286338
0,2.72804949381328,0.293166533333333,2.33882418858936,1.96831092814933
3.315,2.72804949381328,2.61108023833877,2.39908111708365,2.77725604882023
4.046,1.27369603524229,2.84178939940476,2.35016027625545,2.19321768220854
1.557,2.94931991525424,1.69044995716752,2.42515078106295,2.26208177966972
4.64,3.31133126410835,4.16735922449646,2.4848233802796,2.99216294003695
4.27,2.29595709123758,3.05128076608975,2.63369819555649,3.0036536881001
0,0.863292011019284,0.107487733333333,2.25331714272586,1.92077312828008
0,2.72804949381328,2.00842963345478,2.54283343285245,2.99433254443932
3.148,3.31133126410835,3.41411275153787,2.52070425865427,3.01126814331819
0,0,0.00565939999999961,0.842336370403397,0.93872543986312
0,2.72804949381328,2.38009754424154,2.39414426658912,2.1611445423646
2.309,2.72804949381328,2.48313564775997,2.46237526525789,2.56845851571193
3.028,2.72804949381328,2.92087873684698,2.45486466498829,2.77173781869548
2.965,2.66391133004926,2.53259764192624,2.82381129290767,2.80241627586174
4.03,2.72804949381328,3.73324777684077,2.47556537250106,2.10935300121168
0,0.863292011019284,0.022423754545454,2.32147566169524,2.10488317522425
4.793,1.27369603524229,4.68992673892653,2.0057551265293,1.99949351743319
4.346,1.22688235294118,2.83206627692658,2.68294225775944,2.48433721820539
3.618,3.31133126410835,3.66134591257068,2.47016407023387,2.99841273679483
3.451,2.72804949381328,2.3819101982906,2.33251309060026,2.79805728530405
3.911,3.31133126410835,3.92786158641169,2.2779256408096,2.75023989726304
3.714,3.34545454545455,4.01538987696597,2.43814781583229,2.47988214099782
2.826,3.31133126410835,3.43349307755454,2.20093106819415,2.08230068371894
3.749,2.72804949381328,3.45795218328806,2.60935222490484,2.93726387935693
3.326,2.72804949381328,2.88077340432563,2.46843953262181,2.57487781953595
4.085,2.29595709123758,3.93736036503188,2.52792167687593,2.97551642854204
3.391,1.51139138943249,3.24967617595608,2.74800023475911,2.65404371331963
3.598,2.72804949381328,4.21647637866969,2.41595025311904,2.11525931655953
0,2.29595709123758,1.43115966204959,2.31536363982102,2.46089152631456
4.499,3.31133126410835,4.74110414020846,2.42961027886886,2.95641118703202
4.96,3.31133126410835,3.09856882703266,2.98474999055201,3.6213573517143
4.142,3.42495319148936,3.00396471594118,0.799408294262443,0.991254218179133
0,2.29595709123758,1.2885149027417,2.46372906354098,2.64938822908401
0,3.31133126410835,2.32938213996612,2.71821480680913,2.50728231603089
0,2.66391133004926,0.794739597701149,1.33636506437627,1.30394474445174
4.479,2.29595709123758,3.37069732552352,2.50628654078012,3.03141418725541
0,1.51139138943249,0.0732796666666664,2.27650275017251,2.12140407220671
3.315,1.51139138943249,3.07259277718187,3.086764515674,2.98015437289047
2.231,2.72804949381328,3.13208823165389,2.43666079077649,2.13201697016989
2.194,2.66391133004926,2.3789545651337,3.00855926019964,3.00679121068353
4.649,2.29595709123758,4.54427546727374,2.57437475588814,2.77699455839496
3.681,3.31133126410835,3.41188791243797,2.59679214991558,3.26122739836445
4.126,2.72804949381328,2.71930282885141,2.41209715645503,2.11009054847262
2.963,2.29595709123758,2.90329015313057,2.48558203804192,2.1012038358336
3.74,2.72804949381328,3.69070251267763,2.39201397358774,2.84179648684905
2.476,3.31133126410835,2.71825346642474,2.81945754217311,2.72021680007005
2.869,2.72804949381328,2.24986790300504,2.27677328823647,1.8820491582668
0,0.960083521444696,0.304378106481482,1.24100536574312,1.30542889305339
0,0.960083521444696,0.0201788999999998,2.74129379949069,2.73193650614387
4.561,3.31133126410835,4.55854993651042,2.34667165419188,2.86429838189846
0,1.22688235294118,1.34423689260652,2.42334976742172,2.16656984263734
0,2.94931991525424,1.53945195,2.01145896864563,1.89858013717416
3.604,3.31133126410835,2.06635822828659,2.46519849713308,2.21392584748125
3.329,2.29595709123758,3.81213086535376,2.51738598571607,2.27097899491553
3.576,3.31133126410835,3.63415248369478,2.71157374965103,3.27891047137664
3.631,3.02447697756789,3.7500782575036,2.16968206573424,2.08827523937002
0,2.29595709123758,0.133951327272727,2.42161124592555,2.78591570738764
0,2.72804949381328,0.1135632,2.2980263118415,2.02961297974871
2.76,3.42495319148936,3.53802270076536,1.45243040789041,1.72069781712757
2.254,2.72804949381328,2.2143433962794,2.24365929075781,1.85050412460599
3.578,2.72804949381328,4.18245299483066,2.49065674012895,2.21568842501569
4.151,3.31133126410835,3.47952356463634,2.4784570305123,2.96443077050437
4.571,3.02447697756789,3.62839865073816,2.28216191333757,2.19738351695669
4.245,2.72804949381328,4.23880816311063,2.41445766194148,2.78088366479666
4.698,3.02447697756789,4.69968101519097,2.25756351195419,2.13718203643104
2.377,2.72804949381328,2.71637968754778,2.73799398546227,3.28002853685956
0,1.27369603524229,0.731321537815289,1.24722423192571,1.20142918668998
3.91,3.31133126410835,3.69930517878231,2.54485442226774,2.28720237230324
4.286,2.72804949381328,4.50849919898176,2.45298967458149,2.1452680997083
3.519,3.34545454545455,3.50446029238591,2.21656412359855,2.29332446246614
0,0.863292011019284,0.0212196999999995,2.77631338503472,2.51865452551062
0,3.31133126410835,2.16728181709403,2.52702574240545,2.27813545417308
0,2.29595709123758,0.42162640952381,2.80066061580212,2.49483729167551
0,1.27369603524229,0.328880727838828,2.39719633623781,2.36289933282891
4.625,3.31133126410835,4.46873224916373,2.32304139630802,2.83683325434549
3.409,2.66391133004926,3.28017687939001,2.60554558625538,2.59565950686252
3.446,3.31133126410835,3.33020033277513,2.44778210047254,2.92812695287346
2.722,1.27369603524229,2.81594159196762,2.067656846714,2.09201136233425
2.802,3.31133126410835,2.96058186651762,2.95154948794695,3.63680030162126
0,0.11473164556962,0.00598459999999943,1.40892177733345,1.41688610517761
0,0.960083521444696,0.2780901,1.78576527282719,1.75019148603786
4.133,2.72804949381328,3.67064716944666,2.52157055258882,2.27639944722058
3.187,3.42495319148936,2.90255064629081,1.56046083250385,1.84043559907863
4.476,3.31133126410835,4.30855557795967,2.57728787320053,3.09285170326849
2.916,2.66391133004926,2.5815606720519,2.45340256354247,2.42903481985891
0,2.94931991525424,0.8593411,2.09962307713121,1.883083658034
4.875,1.27369603524229,1.79215984424088,2.75964930866003,2.70288480591798
0,2.72804949381328,0.0972180333333333,1.98882452671638,1.69029439227154
3.193,2.72804949381328,3.26546919779037,2.5028800730461,2.82531567061247
1.972,2.72804949381328,2.44753569145544,2.56813265224705,2.94468026009913
2.64,3.31133126410835,3.06496852926968,2.49676637805369,2.98004494450312
3.245,2.29595709123758,3.59191928548431,2.70007123251185,3.15380809608112
4.855,3.02447697756789,4.74878885955459,2.26135873164773,2.13303818565388
2.612,2.72804949381328,3.42314236188051,2.54109205046448,2.86857241920519
3.957,3.02447697756789,3.62048039215213,2.29884965864908,2.19373117795216
0,0,0.0121235333333328,1.46888096387527,1.68194898256217
4.538,3.31133126410835,4.56890738469277,2.4709891870129,2.21192901994521
0,2.72804949381328,1.19762940945647,2.34880976472661,2.08528749888109
4.509,3.31133126410835,3.98107942508689,2.27194205926943,1.9951900080352
1.315,1.51139138943249,1.32713101959681,2.16710728857301,2.01978830737343
2.876,2.29595709123758,2.84624709941408,2.23814378400253,1.99605040539643
2.498,3.31133126410835,2.7989497278255,2.07165826898346,2.65616677198695
2.289,2.29595709123758,2.76187195990196,2.42935106640976,2.50958888701972
4.237,2.29595709123758,3.20480908939949,2.44686132899952,2.02424799704424
0,2.72804949381328,1.42445193857205,2.27729602582059,1.95843324196517
3.742,2.72804949381328,3.17294977366532,2.33365938069545,2.03043188299706
0,1.27369603524229,0.424769234920635,1.72997778151023,1.65371989683594
4.358,3.31133126410835,4.4606380195607,2.59026629275903,3.11851980669417
1.937,2.29595709123758,2.0560638995655,2.28477723350119,2.93169435219419
4.395,3.02447697756789,3.55477051872719,2.59831656286991,2.72671565270346
3.782,2.66391133004926,3.55268901452705,2.65030975935005,2.64372081606603
4.128,2.72804949381328,3.55713402296323,2.23698454040289,1.54955233789377
3.48,1.22688235294118,3.22034019337614,2.48268958927161,2.26085144278723
0,0.863292011019284,0.0330275666666662,2.11098078305734,1.88766595551627
0,2.72804949381328,0.951247633333333,2.42758040921303,2.8621419697516
1.842,2.29595709123758,2.14732802119128,2.63568487213048,3.00451969325434
4.472,2.72804949381328,3.07139612186638,2.33339820548874,2.8745200058068
2.069,3.31133126410835,2.94316932461312,2.85719992318598,2.65610019935541
2.782,2.94931991525424,2.74048002657181,2.54732962432773,2.4059870556858
0,1.27369603524229,0.0997072333333332,2.36055697228492,2.18699210113476
3.617,2.72804949381328,3.06358390700105,2.44771563065121,2.15204925611692
0,1.27369603524229,0.0455682761904759,2.37173086372517,2.33890956289914
0,1.51139138943249,0.683815255555555,2.51499799836478,2.31703496875109
2.176,2.94931991525424,2.80652877732342,2.22598294278039,2.03621281469246
0,1.51139138943249,0.515038013879552,2.07550027416475,1.89178257908464
3.639,0.863292011019284,3.58400538003246,2.52036243693542,2.29293628197978
3.391,2.72804949381328,3.54627492112738,2.71727270417704,2.88051908937331
0,2.29595709123758,0.162576733333333,2.54281466068783,2.71727863283653
4.386,3.31133126410835,4.15130035371636,2.5315924831329,2.39174413463153
4.969,2.29595709123758,4.31718376301274,2.4971924797237,2.74343005909496
0,1.22688235294118,0.294434033333333,2.48909508635784,2.19722968422043
4.419,2.29595709123758,4.0902207666744,2.75866827436249,3.17076156012457
3.058,1.51139138943249,3.08367528646619,3.17695126975155,3.07839175172711
3.927,2.72804949381328,4.0478978623373,2.34851910331537,2.07981984630392
0,0.11473164556962,0.840649225958905,2.45165607993298,2.44640939422508
3.98,2.29595709123758,3.98339660980346,2.71515050118487,3.18362672828448
4.737,3.31133126410835,4.66212349184847,2.36625396173529,2.87278071587556
2.384,2.72804949381328,2.58792354071362,2.68589474476459,3.22265700217647
1.934,2.29595709123758,2.18634076238247,2.6944752914765,3.06961727145866
0,2.72804949381328,2.70129038554401,2.39779261548688,2.52724327214571
2.641,2.72804949381328,2.58567026464224,2.5088652755949,2.99074018576928
3.559,3.02447697756789,3.73828740218567,2.66915689427994,2.68004051638463
0,1.27369603524229,1.6191105,2.40010392967157,2.24994863611008
2.483,2.72804949381328,2.52652182330374,2.54951002234944,2.24161932047626
4.644,3.31133126410835,3.27629464472832,2.46161182511019,2.97610151279646
3.2,2.29595709123758,3.25460734852035,2.31959075100986,2.08031087429831
4.961,2.72804949381328,4.03409655767303,2.48087011439021,2.88913613040172
3.758,3.31133126410835,3.91010404180066,2.70026731751447,3.26619357074581
2.726,1.27369603524229,2.26600495339354,2.48639057921047,2.31071579216588
0,1.27369603524229,0.176380233333333,2.49018676958353,2.37385401473433
2.316,3.02447697756789,2.58707847571143,2.78056247369182,2.6896389926309
0,1.51139138943249,1.26364371200821,2.34330912063018,2.18738698535785
0,1.51139138943249,0.3329394,2.30701681446069,2.14610465636334
3.975,3.02447697756789,4.11087913688713,1.98760594468648,1.92089044113473
4.795,2.29595709123758,2.69580111055729,2.69076175989034,3.14388223180903
2.854,1.22688235294118,2.96068267271684,2.45737470872024,2.07067658597503
4.903,2.29595709123758,0.747357733991895,2.44019922059429,1.86180578372635
4.216,3.02447697756789,4.03427479562562,2.0094076889582,1.94496623776389
0,1.22688235294118,0.213052694339623,2.40913305033249,2.05562941477854
3.732,3.31133126410835,3.27052300941185,2.32676933216271,2.16121135775985
3.976,2.72804949381328,4.13780396973643,2.46115922784332,2.20204115956697
0,1.27369603524229,0.0128991999999998,2.03302239012146,1.90207737623051
2.639,2.72804949381328,2.3459587161357,2.43566624114706,2.90807459269969
2.197,2.72804949381328,2.64620183624784,2.43702070338567,2.56939261952363
0,0.11473164556962,0.0818345090909089,2.24461548736191,2.19581995519724
3.281,2.72804949381328,3.28860775720896,2.33444229918182,1.98304092619275
0,2.72804949381328,0.934192819185208,2.54229911996655,2.24006664145037
3.296,3.31133126410835,3.06927002235744,2.55198567281547,2.26788817118827
4.851,1.27369603524229,2.00037789231166,2.66481851077641,2.56671179373055
0,2.29595709123758,0.689150966666667,2.5110118130104,2.0661245402591
0,0,0.0162534999999994,0.380846359620122,0.754894169079297
2.1,2.72804949381328,3.09677846738824,2.50219586487456,2.82774198313606
2.994,1.22688235294118,2.68519272555038,2.06725891930918,1.8067907621286
3.815,2.94931991525424,3.74608791428572,2.89046529811907,2.73761289119525
3.41,3.34545454545455,3.57260215550657,2.29286113430805,2.3748616048307
2.433,3.31133126410835,2.26147703528016,2.54286505920506,2.30877950946762
0,0.863292011019284,0.168470095238095,2.50607420903544,2.30219216054127
2.819,2.72804949381328,3.05556960759783,2.44697118365163,2.15213745265633
